face_match_score,liveness_score,document_quality_score,ocr_confidence,entity_mismatch_count,location_anomaly_score,behavior_score,risk_score
0.49963209507789,0.5671736066225963,0.7381623953671184,0.7195095009044721,0,0.28740253384548253,0.9214577362165304,0.2763315168363656
0.960571445127933,0.5312636898667579,0.837345117753098,0.6595954986507133,0,0.5578791835778856,0.97850596693269,0.140732309321296
0.7855951534491241,0.12307785922579212,0.4003743190339992,0.5017291681716707,2,0.3043075918208643,0.010670127006162766,0.6228526941492254
0.6789267873576292,0.4071230448635408,0.6998992796855992,0.3045250504527974,0,0.08645750712015232,0.6227412763774776,0.3191204699443003
0.3248149123539492,0.44217605690727135,0.657396786514999,0.6473674553305697,0,0.0014283430791767193,0.41283939775890643,0.40041348711119357
0.32479561626896214,0.45894050280721044,0.8662643014306168,0.49993819199357015,2,0.4495833529202623,0.8598544903351217,0.5503204882089509
0.24646688973455957,0.6221551323045991,0.9248696483850085,0.8142258104973745,3,0.8368634222265923,0.2518147020091317,0.6465984489594765
0.8929409166199482,0.5802422920541906,0.20972541718190946,0.31676238568933845,3,0.5723151856300766,0.9810294891150761,0.560140102535107
0.6808920093945671,0.6471145835141001,0.7392159352470342,0.7093794679140536,0,0.9992072989434408,0.6137079695437473,0.31452087817870333
0.7664580622368364,0.7883949353879154,0.24146863929578322,0.9590319662542457,0,0.28684664564719997,0.793537402228831,0.19729327814998388
0.21646759543664196,0.8316871648444841,0.6390869320618848,0.4220864869780496,2,0.28045506476005533,0.08559955282276832,0.5739980583067926
0.9759278817295955,0.7463107686038449,0.4301061832349426,0.6301546435254167,2,0.1597494602339442,0.18345788475886504,0.3119731341649434
0.8659541126403374,0.9599713263594413,0.445421279617713,0.3639953942719967,3,0.16406358826533518,0.7584036730342032,0.3569529404091045
0.36987128854262097,0.11640932440872548,0.48236680276188526,0.7379773385829468,1,0.2851865960100478,0.02198652203932361,0.6475079580290589
0.3454599737656805,0.2762001871151915,0.6970339592396881,0.6853721764173579,0,0.7928400452735271,0.8168779858937828,0.5133262136888711
0.34672360788274703,0.10680658748032791,0.46723997253501537,0.5851558669489826,1,0.9057567906364479,0.013949018691911452,0.7757586075962696
0.4433937943676302,0.6827272427391426,0.7861592404722244,0.6649639150316189,1,0.9750871697076813,0.6571188390612733,0.45352077704030325
0.6198051453057902,0.9082274940549883,0.5236219084590958,0.927602260928307,2,0.23228965409645264,0.36509392023180587,0.32812544481257966
0.5455560149136927,0.31913406691866936,0.2546825602479669,0.4374060116177469,0,0.8812975456140917,0.6114948527191991,0.5888480370717899
0.43298331215843355,0.9343310903166759,0.8270078739872859,0.31579515819374304,0,0.32825508927733704,0.6960314069891137,0.2553240831330585
0.6894823157779035,0.15424065126060477,0.42860665967416484,0.9031654192893706,2,0.11284054451688441,0.3424752191863042,0.5317357589788309
0.3115950885216335,0.9409924241249629,0.5462135036794101,0.7039819576715345,1,0.8700249255201656,0.10796244811083555,0.49787799307612846
0.43371571882817456,0.41646041851567095,0.7483551065775214,0.9234609188232896,2,0.6361056346436186,0.06964586774826564,0.5719049206400215
0.4930894746349534,0.19127874560429486,0.46596492571896964,0.7178616563892208,3,0.16473089608106173,0.5889360225625478,0.6742646935226303
0.5648559873736287,0.5372845832676931,0.2452685249173725,0.8671127629717916,0,0.42983125751300255,0.5206553537341115,0.39787271372187083
0.8281407691144109,0.33109891094845717,0.4991368376102509,0.6007713543486035,3,0.28725769487706765,0.7422010091211325,0.5274650619851888
0.3597390257266878,0.3563856117657306,0.9555588661554428,0.8249019519017882,2,0.736794568710197,0.5097355100039371,0.5680287511101725
0.6113875507308892,0.37656096843365794,0.7133875178388467,0.9391290268228991,0,0.45341623062426806,0.4224457900308791,0.32529667225487646
0.6739316550896339,0.8227233080493971,0.7371833189337655,0.7004860746055444,3,0.989279945106385,0.39808717823623085,0.5010844416330877
0.2371603301759982,0.5852451490077291,0.7058257229101119,0.42654960539366565,3,0.05474498225959512,0.026446902597667465,0.6676369890395109
0.6860358815211507,0.38017692924040325,0.35919371116754945,0.48815833052113866,1,0.3550152661362467,0.33555720169665715,0.5056380608006441
0.33641929894983325,0.6493004049798266,0.5346670912818241,0.439051203828184,0,0.4819001671099774,0.9760201575244942,0.42205713482046825
0.25204127438822366,0.7445356068008742,0.8007518386906547,0.47279991931701304,3,0.5031335547483198,0.8735555762270888,0.5916686355276206
0.9591084298026666,0.3453616006601804,0.28109831804252733,0.5144908145457254,3,0.3159358223856368,0.3293780670342177,0.5702286722416979
0.9725056264596474,0.4721941913728164,0.4222822208717698,0.6885936507272319,1,0.729240249097568,0.5877954050663722,0.367153424735682
0.846717878493169,0.2096974840032528,0.4210552867726829,0.7115941406246828,3,0.8747470734889747,0.847296745535494,0.6353087506617797
0.4436910153386966,0.2630344145812123,0.5456151420756048,0.5985498230693027,3,0.938719301977863,0.44127433675006866,0.7952729295563135
0.2781376912051071,0.7130060685684845,0.9842949927537481,0.7307945458745848,3,0.8050933767995262,0.01795786375015096,0.6200722093339492
0.7473864212097256,0.26329451292606426,0.25400203734705756,0.35710244792795615,1,0.8505801973065994,0.07451046181864007,0.651162511491214
0.5521219949916811,0.5726470453003542,0.614960795504476,0.36145176594071193,3,0.5505453006199955,0.5103927213487066,0.622753070938154
0.2976305878758231,0.7381416355501894,0.34349174560976836,0.4202806222503609,3,0.8258882264268146,0.9694393756758783,0.7250163432265168
0.5961415280890161,0.19618923078526945,0.9765412363277954,0.6626542486282413,0,0.3035039091479522,0.6932095422188678,0.32461073931342493
0.22751081689217473,0.6105809976660131,0.2906428037819714,0.4497962750888195,0,0.3984787621092144,0.07091619143856953,0.5791045519316387
0.9274563216630256,0.3309065053312274,0.522880801889273,0.49829908244480414,1,0.3169130138185443,0.18936087579186278,0.3995365071800243
0.40702398528001354,0.9666341877138218,0.7903079878676851,0.5802189853210958,2,0.46738733544792543,0.77132314321685,0.38580136864674963
0.7300178274831857,0.5351910820479323,0.7636435424219563,0.8683062868072657,0,0.28557961623863637,0.8414397599562448,0.17971218280042467
0.4493688608715288,0.8253932947976423,0.5381829095151458,0.3097034951390021,1,0.9616114422544468,0.6176945861885909,0.5168571415829973
0.6160544169422486,0.5952038879406356,0.4772193343621746,0.7545651741656356,3,0.31284462800566815,0.6444231696298166,0.520968164365716
0.6373682234746237,0.13907127956933726,0.5180899028422965,0.7682135717284797,3,0.09804453811093983,0.028337450383384644,0.6492325401612876
0.3478835644204217,0.6698362380346201,0.41142101052691143,0.8590590462496455,1,0.5268171660504134,0.8285302595815085,0.4679360880563486
0.9756677022116469,0.9562630079859913,0.36426635096543986,0.9529270573422193,3,0.057099078445176366,0.7882752081708296,0.23180315095144036
0.8201062586888916,0.6414506381316981,0.586431758047112,0.31409649426450287,3,0.11054316630858052,0.25903514410334716,0.47190338062387777
0.9515991532513512,0.8372699734841111,0.41482700485408586,0.40764859385925134,2,0.2193893891962463,0.708676719965507,0.3004750992478189
0.915861880342119,0.895785817013567,0.4299693319178001,0.9203199058391951,3,0.4643502498821417,0.2148546064249981,0.36316917858047404
0.6783199830488682,0.3052717947540392,0.7254048507796458,0.6209629935309107,0,0.4332509323090279,0.04033016105151299,0.3905466557413462
0.9374993880184934,0.290840355917404,0.9748298653599139,0.6952134472534244,3,0.7996918620027912,0.20113654259037728,0.4956069694230386
0.2707940016415356,0.6498828899658925,0.6829097604475001,0.7641190426062031,1,0.7394746538841134,0.1786288767542995,0.5348917192799626
0.3567862899353162,0.46992562282603423,0.26158357365197304,0.7753466231469461,2,0.4263182939907013,0.33774799673484723,0.6625289144353397
0.23618183112843047,0.8558751725800483,0.2604668910832536,0.9522182823215557,3,0.3337042075756299,0.4184494971754581,0.6218025704051436
0.4602642646106115,0.9100208110582101,0.9611385766764529,0.9978645921881688,1,0.3164687840614986,0.5085388914977079,0.2084075656521343
0.5109418317515857,0.41807924137244634,0.43783263224586694,0.8041102226516581,0,0.773995087294009,0.47675387550832815,0.4729460497719866
0.41707922541911674,0.31318350307703385,0.27365358886598035,0.5010548464436055,3,0.05207240622126974,0.27067460596528936,0.7470710816150165
0.8629900073215435,0.8024729637194756,0.6792356697203052,0.9158266816060405,2,0.012821649510605826,0.029170668574074465,0.23022344864454303
0.4854026613548714,0.3473254319933225,0.6989190226322128,0.3344546401785331,3,0.795544391926648,0.6051016222371507,0.727459831275337
0.4247476077499046,0.8403528866623106,0.7188038560949506,0.46175659701214733,1,0.4771463759890493,0.3957448298473544,0.4050307825341271
0.6341568665265989,0.4813644282838866,0.4139216222860331,0.9281700022246004,2,0.13088113855357597,0.2986721573875497,0.4617063575378972
0.31273937997981016,0.7007949093623234,0.21208854737158003,0.4793340601075484,3,0.23556593459450126,0.8669410428305123,0.6717817194036858
0.8417575846032317,0.18598178245120137,0.9720122955635775,0.4544557417352239,0,0.9325039530973825,0.7467433077981598,0.35730297627038693
0.2596405149438167,0.6614733922089157,0.400714436552882,0.39668770519817304,2,0.859502975624898,0.8577655483724422,0.6921957419310982
0.9895095492804138,0.5065909108635063,0.740821030442038,0.9013782303528415,0,0.7097850502239725,0.494982794712461,0.18074540722562368
0.8177958154373259,0.6279476168579267,0.7653038959029677,0.6500407814337607,1,0.48222523033732656,0.13093125212677748,0.3058488690138455
0.35897254522733796,0.2512127869703771,0.6880059336635886,0.7724252421379083,3,0.5203236261913857,0.6962214361212724,0.6932351480516292
0.20441769369888194,0.7631863704497639,0.4503259153709186,0.46734646885252074,0,0.9752445352839586,0.20607377993717524,0.5797821093067973
0.8523691427638673,0.8765173697889057,0.41687700301125263,0.8306282947078516,1,0.9657704438842871,0.4412296690917168,0.31855089542806864
0.7654858750780937,0.2950658200816981,0.6781346261621626,0.8320038814734689,3,0.21526904578583428,0.0650007889488885,0.5268196483050485
0.7832057344327898,0.18614309996814554,0.8928765068893532,0.51881861743581,1,0.8111045663053181,0.8253084024229824,0.4362141209731536
0.8170162773487566,0.12127472744170276,0.9573869831387165,0.587477843107198,0,0.1972426661670168,0.12594064104750058,0.30690824929324656
0.2592357213872723,0.6777743503989394,0.28472464352300614,0.44678319420114054,1,0.2135374778839514,0.9030975070493097,0.5348266289900311
0.48677258283541813,0.6463846324799026,0.3238628900781759,0.983592716326033,2,0.6760930341645768,0.8642306022615571,0.5173414449103093
0.2926952476201038,0.592027671442663,0.9557890070264639,0.7519218039408881,3,0.4050010985875484,0.46458276443924607,0.5621428523839539
0.890482740700475,0.30875238650437786,0.789228182667834,0.9541807165008609,1,0.9315444071065202,0.7443682043039906,0.3437531016403599
0.6986385014620464,0.45181539631496326,0.9063950598638184,0.5123698805403932,0,0.08900973489600883,0.6194450738181533,0.22378478355907003
0.46471841988211937,0.6350287016675558,0.3621061073082745,0.8473236390978227,3,0.511525640809493,0.8030756423377449,0.5937737301127775
0.25084668022881895,0.5470901729732525,0.6700686968875216,0.8361010507193194,2,0.9185215304431212,0.43180510078591205,0.6453073587958946
0.4487858573725298,0.9890069681933986,0.7609116755339789,0.7841589563065791,3,0.9041136604795051,0.78580848424435,0.4765220878643563
0.46014665762139767,0.22279577730105982,0.7440895083575783,0.9759472826867603,2,0.15652921341574122,0.46245681706514796,0.513301860088859
0.7836849426704513,0.7256300986428345,0.5265213526933585,0.5754887352744209,3,0.36663770009645646,0.9409657878427938,0.42311309743394254
0.7100459770841705,0.46388689129386296,0.21231591335304678,0.3915021265128301,1,0.6191214000466962,0.4863721008251476,0.5463171790779321
0.9097701940610612,0.48537965343305334,0.6663408454434105,0.7701962014708426,1,0.15939488477140218,0.46261927193372954,0.24660727237757774
0.5777719401295595,0.7458379890923587,0.402481231343687,0.8105168603340442,0,0.9680221720457387,0.7850718615635127,0.3653212237710607
0.29567539675064136,0.7231925361919327,0.5602033969143123,0.7025424014211703,2,0.9147493287276603,0.821577691760838,0.5920028294015635
0.7705958297783961,0.9921303943319695,0.9660648120670539,0.4447725251933774,0,0.16695017903446918,0.5544891143211708,0.052426430295608874
0.8086280388935181,0.2155548605087127,0.5192282541139478,0.6531191591685488,1,0.12115546126098542,0.1797978134950754,0.42694430702974845
0.649021758055597,0.19369868444574972,0.8718412853315414,0.5185328155983906,2,0.0854084828082653,0.4677582309575795,0.480846719995431
0.8167737439636489,0.751904935415867,0.3508324845994009,0.5992265697166823,0,0.9094436640366311,0.9680725029096784,0.2964636867611015
0.5950364770915126,0.6205482253057681,0.7379683984200232,0.7516530030912647,0,0.1936238097954608,0.7529861930391851,0.2197991038879666
0.6181862635055952,0.3467445999038253,0.9816055635511549,0.8216503198835841,0,0.4162849285443547,0.8111626038791322,0.25603731060889895
0.5420328146868397,0.17147743209008795,0.28151448069834945,0.4625572836309402,0,0.448851365652003,0.03282549881924013,0.6028271389411965
0.22033530139527616,0.17709242463678748,0.2066559537817536,0.5837277524528672,0,0.5990110442135675,0.4678594626341599,0.7076256934314183
0.2863131415946436,0.9047717871977065,0.5468662341060915,0.4884130996941404,2,0.07173534374742496,0.6466211336575554,0.4660947082295741
0.22514334854938742,0.27268059224686864,0.2741003864410938,0.43904212970330836,0,0.22675861740051595,0.8300326836280747,0.603376488773846
0.7091283290110244,0.39103440590396865,0.7987074797409852,0.8483710539970868,2,0.931490386918926,0.04927365358277147,0.5232836131979011
0.45148478486106136,0.3039907620042892,0.9316389310788471,0.9364768861058947,0,0.9084101072685695,0.8524388856418731,0.39257747394475584
0.6068565529317622,0.41949667524874357,0.5472167781670071,0.5591625299792037,1,0.7812906474056922,0.5484009367419117,0.5182300704890681
0.9260531791408744,0.16248145847148404,0.4069693137243528,0.8258952470616368,1,0.019401245618215435,0.19731397057605993,0.38274308069162166
0.39943378331909996,0.5671538118174434,0.5475226552052879,0.9278967025550877,0,0.3270067684961021,0.3172552164497,0.37426403208382675
0.5283063384285038,0.16085130723299343,0.7787582542800009,0.8922869473711621,3,0.6279587353429078,0.28192955175156076,0.666358971995449
0.804440910834439,0.8203208570401254,0.20724332926429678,0.4279693719774581,1,0.2751902117734757,0.5308590342884758,0.3498290443293501
0.383038532393298,0.31034087371938973,0.6715631915877578,0.9694043170593529,2,0.9095866950537773,0.05168567991113182,0.6728821457232848
0.2615839278630344,0.5860107231440596,0.6906333479099033,0.5636735083006237,0,0.6338894618324419,0.15853615849992353,0.4974755782074855
0.43180116233101445,0.8920711788053124,0.7101505975167484,0.5374684628216854,2,0.0719067173164456,0.8126930433757824,0.3615313291974416
0.32897702980320354,0.6857896321424748,0.39361766398470177,0.3437019290944462,3,0.909005588835703,0.13260399074681106,0.8023991552588076
0.9437581218740585,0.5796620078962018,0.7712421787025014,0.640321557873418,0,0.9577666581762225,0.23339626945812697,0.2629784616390436
0.8464963036515336,0.391900377803838,0.27311318906542115,0.37630953094865005,1,0.07771241839172549,0.4533706056041573,0.42963324410272175
